,feature_code,x,y,z
1704256,701,5056289.13,2359292.163,1806.187
1704134,701,5056289.41,2359292.166,1806.207
1010556,701,5056287.348,2359292.172,1779.624
1704096,701,5056290.512,2359292.176,1797.856
1704510,701,5056288.286,2359292.192,1806.223
1703992,701,5056290.879,2359292.193,1795.506
1010664,701,5056287.189,2359292.195,1779.74
1704070,701,5056289.927,2359292.199,1795.498
1661989,701,5056288.351,2359292.201,1782.135
1704444,701,5056287.877,2359292.201,1799.693
1704027,701,5056289.734,2359292.211,1795.062
1659984,701,5056292.816,2359292.219,1781.475
1704257,701,5056288.972,2359292.232,1798.938
1704575,701,5056287.678,2359292.236,1806.2
1703952,701,5056290.721,2359292.236,1797.609
1117599,701,5056286.981,2359292.239,1799.941
1704180,701,5056289.43,2359292.241,1792.743
1704135,701,5056289.48,2359292.244,1805.243
1704179,701,5056289.639,2359292.246,1798.448
1703863,701,5056291.693,2359292.252,1789.428
1704693,701,5056287.281,2359292.257,1799.133
1661933,701,5056288.154,2359292.262,1781.886
1704097,701,5056290.627,2359292.267,1797.615
1703993,701,5056290.989,2359292.279,1795.483
1660295,701,5056292.309,2359292.289,1782.484
1703826,701,5056291.381,2359292.291,1793.432
1661990,701,5056288.578,2359292.294,1785.137
1704259,701,5056288.998,2359292.313,1796.526
1704576,701,5056287.787,2359292.314,1806.198
1659985,701,5056292.946,2359292.318,1781.261
1704136,701,5056289.587,2359292.325,1805.358
1704258,701,5056289.364,2359292.326,1806.22
1703953,701,5056290.798,2359292.328,1796.303
1704181,701,5056289.639,2359292.331,1795.145
1704812,701,5056287.103,2359292.332,1800.074
1703864,701,5056291.83,2359292.344,1789.58
1661935,701,5056288.296,2359292.351,1782.488
1704098,701,5056290.737,2359292.357,1797.606
1703994,701,5056291.1,2359292.362,1795.41
1704071,701,5056290.168,2359292.375,1795.908
1659604,701,5056293.667,2359292.385,1778.493
1703828,701,5056291.509,2359292.385,1793.279
1659508,701,5056293.8,2359292.394,1778.818
1704578,701,5056287.86,2359292.396,1805.079
1704445,701,5056288.365,2359292.398,1806.213
1704577,701,5056287.912,2359292.399,1806.207
1704261,701,5056289.111,2359292.4,1796.349
1704260,701,5056289.198,2359292.406,1798.645
1662068,701,5056288.035,2359292.409,1781.641
1704137,701,5056289.721,2359292.412,1805.655
1703954,701,5056290.921,2359292.413,1796.407
1659986,701,5056293.076,2359292.417,1781.055
1704613,701,5056287.231,2359292.418,1799.963
1660498,701,5056292.348,2359292.422,1785.464
1704695,701,5056287.493,2359292.427,1798.764
1659155,701,5056294.287,2359292.433,1778.702
1703865,701,5056291.953,2359292.436,1789.671
1704099,701,5056290.848,2359292.439,1797.504
1704512,701,5056288.581,2359292.447,1804.967
1703995,701,5056291.211,2359292.456,1795.343
1704072,701,5056290.291,2359292.46,1795.977
1704238,701,5056288.922,2359292.463,1796.429
1704373,701,5056288.909,2359292.466,1804.978
1704694,701,5056287.804,2359292.466,1806.148
1704237,701,5056289.008,2359292.468,1798.745
1659605,701,5056293.8,2359292.472,1778.81
1704446,701,5056288.426,2359292.474,1804.952
1704028,701,5056290.119,2359292.476,1795.97
1703829,701,5056291.621,2359292.476,1793.171
1704580,701,5056287.973,2359292.483,1804.965
1704262,701,5056288.99,2359292.486,1789.517
1704579,701,5056288.022,2359292.489,1806.185
1704139,701,5056289.464,2359292.49,1795.281
1704138,701,5056289.826,2359292.492,1805.842
1659509,701,5056293.928,2359292.492,1778.698
1703955,701,5056291.043,2359292.501,1796.55
1704614,701,5056287.328,2359292.501,1799.845
1659987,701,5056293.176,2359292.508,1780.817
1660500,701,5056292.486,2359292.514,1785.618
1704100,701,5056290.961,2359292.522,1797.375
1704313,701,5056288.691,2359292.528,1804.971
1703996,701,5056291.335,2359292.537,1795.424
1704375,701,5056288.804,2359292.538,1798.822
1659800,701,5056293.439,2359292.542,1778.93
1704696,701,5056287.902,2359292.545,1805.979
1704239,701,5056288.799,2359292.547,1789.714
1704374,701,5056289.019,2359292.547,1804.963
1704073,701,5056290.396,2359292.549,1795.501
1703830,701,5056291.734,2359292.563,1793.044
1659606,701,5056293.931,2359292.571,1778.57
1704582,701,5056288.098,2359292.572,1804.968
1704581,701,5056288.147,2359292.574,1806.183
1704140,701,5056289.962,2359292.58,1806.036
1704263,701,5056289.247,2359292.581,1793.24
1704615,701,5056287.44,2359292.584,1799.723
1659510,701,5056294.045,2359292.588,1778.38
1704182,701,5056290.073,2359292.589,1797.957
1704314,701,5056288.582,2359292.592,1798.944
1703956,701,5056291.164,2359292.593,1796.691
1660176,701,5056293.103,2359292.598,1781.25
1659989,701,5056293.295,2359292.601,1780.394
1704698,701,5056287.758,2359292.604,1799.484
1660501,701,5056292.607,2359292.611,1785.763
1704101,701,5056291.074,2359292.613,1797.22
1704378,701,5056288.828,2359292.615,1796.446
1704377,701,5056288.9,2359292.62,1798.733
1704447,701,5056288.425,2359292.627,1798.99
1704376,701,5056289.128,2359292.629,1804.959
1704697,701,5056288.016,2359292.632,1805.802
1659801,701,5056293.567,2359292.64,1778.805
1704241,701,5056289.472,2359292.644,1804.972
1704240,701,5056289.505,2359292.646,1806.218
1662170,701,5056288.079,2359292.648,1782.467
1703831,701,5056291.847,2359292.649,1792.907
1704583,701,5056288.192,2359292.65,1804.961
1704029,701,5056290.333,2359292.651,1795.52
1659607,701,5056294.047,2359292.663,1778.314
1704264,701,5056289.444,2359292.668,1795.512
1659511,701,5056294.176,2359292.674,1778.797
1704183,701,5056290.119,2359292.675,1796.003
1662259,701,5056287.938,2359292.679,1782.5
1662069,701,5056288.422,2359292.682,1782.493
1703958,701,5056291.302,2359292.682,1796.828
1704102,701,5056291.171,2359292.692,1797.102
1704379,701,5056288.701,2359292.694,1789.907
1704315,701,5056288.925,2359292.696,1804.972
1660178,701,5056293.234,2359292.698,1781.009
1659991,701,5056293.414,2359292.701,1779.992
1704585,701,5056288.021,2359292.709,1797.595
1704699,701,5056288.113,2359292.719,1805.667
1703997,701,5056291.568,2359292.719,1795.451
1704074,701,5056290.63,2359292.724,1795.533
1704244,701,5056289.157,2359292.726,1793.091
1704243,701,5056289.241,2359292.727,1795.485
1704242,701,5056289.581,2359292.73,1804.979
1704584,701,5056288.301,2359292.732,1804.955
1704030,701,5056290.443,2359292.733,1795.51
1659802,701,5056293.695,2359292.739,1778.677
1703832,701,5056291.959,2359292.744,1792.789
1704266,701,5056289.878,2359292.745,1804.967
1704265,701,5056289.927,2359292.747,1806.203
1659608,701,5056294.176,2359292.756,1778.791
1704141,701,5056289.834,2359292.761,1795.511
1703959,701,5056291.408,2359292.766,1796.972
1659512,701,5056294.299,2359292.767,1778.866
1704184,701,5056290.224,2359292.768,1795.523
1662261,701,5056288.174,2359292.774,1785.719
1704104,701,5056291.299,2359292.786,1796.973
1660180,701,5056293.343,2359292.787,1781.015
1704380,701,5056288.948,2359292.787,1793.354
1660504,701,5056292.87,2359292.792,1785.908
1659992,701,5056293.516,2359292.794,1779.644
1704448,701,5056288.573,2359292.797,1796.715
1704700,701,5056288.258,2359292.805,1806.149
1703998,701,5056291.696,2359292.81,1795.36
1660523,701,5056292.544,2359292.816,1782.49
1704245,701,5056289.365,2359292.816,1795.528
1704586,701,5056288.475,2359292.823,1806.22
1703833,701,5056292.071,2359292.826,1792.675
1660302,701,5056293.092,2359292.828,1783.749
1659803,701,5056293.819,2359292.828,1778.729
1704267,701,5056290.036,2359292.833,1806.211
1662343,701,5056287.63,2359292.844,1780.963
1704142,701,5056290.014,2359292.844,1797.851
1704616,701,5056287.763,2359292.844,1799.294
1704316,701,5056288.603,2359292.845,1790.109
1659609,701,5056294.315,2359292.853,1778.874
1704185,701,5056290.378,2359292.855,1796.277
1703960,701,5056291.474,2359292.856,1795.514
1704382,701,5056289.036,2359292.872,1792.947
1704105,701,5056291.422,2359292.875,1797.045
1660182,701,5056293.469,2359292.877,1781.007
1660506,701,5056292.978,2359292.878,1785.945
1704381,701,5056289.505,2359292.88,1806.209
1704701,701,5056288.366,2359292.886,1806.203
1659993,701,5056293.657,2359292.891,1779.629
1703999,701,5056291.808,2359292.892,1795.231
1704449,701,5056288.988,2359292.895,1804.981
1704075,701,5056290.921,2359292.899,1797.127
1659994,701,5056293.623,2359292.905,1778.413
1704268,701,5056290.146,2359292.914,1806.209
1659804,701,5056293.944,2359292.917,1778.699
1703834,701,5056292.184,2359292.917,1792.524
1660304,701,5056293.216,2359292.925,1783.795
1704317,701,5056288.85,2359292.938,1793.529
1662346,701,5056287.767,2359292.94,1781.116
1662345,701,5056287.814,2359292.941,1782.477
1704186,701,5056290.5,2359292.944,1796.425
1704726,701,5056287.494,2359292.944,1798.1
1662344,701,5056287.858,2359292.945,1783.894
1662264,701,5056288.298,2359292.952,1782.481
1704330,701,5056289.257,2359292.965,1795.508
1704106,701,5056291.524,2359292.967,1796.705
1704702,701,5056288.475,2359292.968,1806.195
1660508,701,5056293.105,2359292.972,1785.889
1660525,701,5056292.894,2359292.973,1786.199
1660183,701,5056293.593,2359292.974,1781.021
1704000,701,5056291.919,2359292.979,1795.18
1660761,701,5056292.638,2359292.983,1788.462
1659995,701,5056293.778,2359292.983,1779.81
1704031,701,5056290.836,2359292.995,1796.749
1704269,701,5056290.255,2359293.0,1806.201
1660509,701,5056293.012,2359293.002,1782.518
1703835,701,5056292.312,2359293.011,1792.404
1660305,701,5056293.341,2359293.019,1783.815
1703961,701,5056291.708,2359293.027,1795.526
1704187,701,5056290.637,2359293.027,1797.264
1704727,701,5056287.605,2359293.03,1798.047
1704318,701,5056289.041,2359293.032,1795.413
1703855,701,5056292.402,2359293.045,1790.578
1704107,701,5056291.636,2359293.05,1796.604
1704450,701,5056288.817,2359293.051,1793.62
1704703,701,5056288.585,2359293.054,1806.196
1660511,701,5056293.216,2359293.058,1785.818
1011109,701,5056287.488,2359293.059,1782.393
1660527,701,5056293.016,2359293.062,1786.338
1660185,701,5056293.717,2359293.063,1781.093
1704001,701,5056292.031,2359293.069,1795.049
1704587,701,5056288.804,2359293.073,1806.193
1660763,701,5056292.778,2359293.077,1788.495
1659997,701,5056293.919,2359293.084,1779.814
1704270,701,5056290.38,2359293.086,1806.202
1704846,701,5056287.511,2359293.088,1798.07
1660512,701,5056293.113,2359293.099,1781.563
1704617,701,5056288.034,2359293.099,1797.077
1704143,701,5056290.353,2359293.101,1797.375
1660307,701,5056293.465,2359293.104,1783.857
1703836,701,5056292.424,2359293.106,1792.274
1704729,701,5056287.709,2359293.115,1797.603
1703962,701,5056291.833,2359293.117,1795.508
1704728,701,5056287.755,2359293.119,1798.99
1704704,701,5056288.694,2359293.131,1806.196
1704108,701,5056291.748,2359293.137,1796.467
1703856,701,5056292.523,2359293.137,1790.744
1662348,701,5056288.283,2359293.139,1788.424
1704588,701,5056288.359,2359293.142,1790.542
1704452,701,5056289.008,2359293.145,1795.501
1662556,701,5056287.658,2359293.149,1783.82
1660528,701,5056293.138,2359293.15,1786.493
1704451,701,5056289.366,2359293.15,1806.197
1704246,701,5056290.144,2359293.154,1804.978
1660187,701,5056293.843,2359293.157,1781.051
1704002,701,5056292.106,2359293.16,1793.857
1660764,701,5056292.876,2359293.164,1788.324
1660513,701,5056293.31,2359293.17,1784.472
1704847,701,5056287.621,2359293.17,1798.034
1704271,701,5056290.49,2359293.171,1806.201
1659998,701,5056294.034,2359293.176,1779.558
1704272,701,5056290.455,2359293.177,1805.029
1660529,701,5056293.036,2359293.188,1782.171
1703837,701,5056292.537,2359293.189,1792.122
1704319,701,5056289.631,2359293.196,1806.205
1703838,701,5056292.505,2359293.199,1790.82
1704731,701,5056287.796,2359293.2,1797.227
1704730,701,5056287.865,2359293.202,1798.952
1703963,701,5056291.958,2359293.21,1795.528
1704705,701,5056288.765,2359293.217,1805.181
1703857,701,5056292.644,2359293.218,1790.895
1704109,701,5056291.861,2359293.227,1796.354
1704453,701,5056289.491,2359293.235,1806.206
1704589,701,5056288.751,2359293.235,1798.471
1704076,701,5056291.367,2359293.24,1796.754
1662558,701,5056287.74,2359293.243,1782.301
1660189,701,5056293.989,2359293.247,1781.496
1704247,701,5056290.022,2359293.248,1797.519
1660765,701,5056293.001,2359293.249,1788.35
1662557,701,5056287.859,2359293.25,1785.907
1704848,701,5056287.732,2359293.252,1797.983
1704003,701,5056292.228,2359293.253,1794.006
1704273,701,5056290.599,2359293.253,1806.193
1704274,701,5056290.565,2359293.255,1804.996
1660515,701,5056293.444,2359293.257,1784.766
1660000,701,5056294.144,2359293.266,1779.525
1703839,701,5056292.651,2359293.276,1791.959
1704320,701,5056289.756,2359293.282,1806.202
1703840,701,5056292.626,2359293.283,1791.012
1660531,701,5056293.124,2359293.29,1781.072
1704732,701,5056287.977,2359293.292,1798.866
1703964,701,5056292.082,2359293.299,1795.585
1704706,701,5056288.879,2359293.301,1804.974
1704331,701,5056290.069,2359293.301,1806.196
1704590,701,5056288.739,2359293.313,1794.999
1704110,701,5056291.973,2359293.314,1796.207
1704248,701,5056290.412,2359293.32,1806.208
1662560,701,5056287.862,2359293.331,1782.442
1704275,701,5056290.709,2359293.331,1806.193
1660191,701,5056294.14,2359293.337,1782.371
1704276,701,5056290.675,2359293.337,1804.996
1704004,701,5056292.365,2359293.341,1794.141
1662559,701,5056288.058,2359293.341,1788.08
1660767,701,5056293.124,2359293.342,1788.419
1704849,701,5056287.842,2359293.342,1797.951
1704033,701,5056291.305,2359293.342,1796.729
1660192,701,5056294.1,2359293.354,1780.745
1660002,701,5056294.284,2359293.363,1779.565
1703841,701,5056292.765,2359293.371,1791.732
1704708,701,5056288.644,2359293.379,1795.028
1704733,701,5056288.104,2359293.382,1798.784
1703965,701,5056292.193,2359293.385,1795.525
1704707,701,5056288.989,2359293.39,1804.965
1662788,701,5056287.458,2359293.391,1784.369
1660533,701,5056293.243,2359293.391,1780.692
1704454,701,5056289.709,2359293.403,1806.208
1704111,701,5056292.085,2359293.404,1796.103
1704249,701,5056290.521,2359293.405,1806.202
1704591,701,5056289.208,2359293.406,1804.965
1704332,701,5056289.864,2359293.406,1796.285
1011541,701,5056287.191,2359293.419,1787.781
1704304,701,5056290.784,2359293.422,1804.989
1704077,701,5056291.594,2359293.422,1796.397
1704850,701,5056287.952,2359293.424,1797.906
1660311,701,5056293.719,2359293.43,1779.048
1660194,701,5056294.22,2359293.441,1780.984
1704618,701,5056288.455,2359293.444,1795.794
1660004,701,5056294.406,2359293.451,1779.695
1660518,701,5056293.667,2359293.451,1783.901
1703842,701,5056292.875,2359293.457,1791.738
1704189,701,5056291.216,2359293.463,1797.236
1704470,701,5056289.649,2359293.466,1796.144
1704333,701,5056290.254,2359293.466,1804.959
1703966,701,5056292.303,2359293.467,1795.492
1704709,701,5056289.099,2359293.468,1804.959
1704734,701,5056288.216,2359293.472,1798.664
1662789,701,5056287.643,2359293.489,1785.801
1660312,701,5056293.919,2359293.489,1782.488
1660769,701,5056293.089,2359293.49,1781.941
1704112,701,5056292.209,2359293.493,1796.154
1704455,701,5056289.549,2359293.493,1797.731
1704609,701,5056289.494,2359293.494,1796.091
1011544,701,5056287.085,2359293.495,1781.653
1704305,701,5056290.892,2359293.504,1805.043
1011543,701,5056287.303,2359293.514,1787.666
1704851,701,5056288.079,2359293.514,1797.861
1704034,701,5056291.506,2359293.523,1795.508
1660196,701,5056294.331,2359293.528,1780.915
1660536,701,5056293.616,2359293.533,1785.414
1660313,701,5056293.848,2359293.533,1778.856
1660320,701,5056293.789,2359293.535,1784.03
1704620,701,5056288.553,2359293.536,1794.954
1704619,701,5056288.677,2359293.537,1798.328
1704736,701,5056288.05,2359293.544,1791.092
1703843,701,5056293.002,2359293.547,1791.629
1011714,701,5056286.863,2359293.548,1780.446
1704710,701,5056289.208,2359293.55,1804.961
1704735,701,5056288.313,2359293.551,1798.533
1660005,701,5056294.524,2359293.551,1779.344
1704471,701,5056289.819,2359293.553,1797.545
1704190,701,5056291.327,2359293.555,1796.496
1703967,701,5056292.428,2359293.557,1795.486
1011713,701,5056287.129,2359293.572,1787.769
1660902,701,5056292.81,2359293.572,1782.507
1662790,701,5056287.58,2359293.573,1780.512
1704537,701,5056289.203,2359293.578,1797.875
1704250,701,5056290.722,2359293.579,1804.966
1703913,701,5056292.332,2359293.582,1796.267
1660314,701,5056294.052,2359293.583,1782.813
1704306,701,5056291.012,2359293.587,1805.276
1011546,701,5056287.282,2359293.59,1783.892
1703858,701,5056293.107,2359293.592,1789.833
1011545,701,5056287.32,2359293.594,1784.947
1704852,701,5056287.954,2359293.594,1791.186
1660538,701,5056293.738,2359293.621,1785.555
1660772,701,5056293.483,2359293.623,1787.791
1660322,701,5056293.915,2359293.629,1784.011
1704739,701,5056288.218,2359293.63,1792.589
1704738,701,5056288.334,2359293.633,1795.652
1704737,701,5056288.425,2359293.634,1798.401
1704711,701,5056289.333,2359293.636,1804.951
1660197,701,5056294.438,2359293.639,1779.671
1704712,701,5056289.092,2359293.641,1797.94
1703968,701,5056292.536,2359293.642,1795.547
1011716,701,5056287.065,2359293.648,1782.484
1703844,701,5056293.1,2359293.651,1790.804
1704392,701,5056290.865,2359293.655,1806.208
1660904,701,5056292.936,2359293.662,1782.491
1703932,701,5056292.443,2359293.664,1796.177
1704610,701,5056289.773,2359293.666,1797.515
1704538,701,5056289.263,2359293.672,1795.955
1703859,701,5056293.225,2359293.675,1790.148
1704307,701,5056291.132,2359293.676,1805.466
1662912,701,5056287.511,2359293.684,1786.804
1704854,701,5056288.135,2359293.687,1792.793
1704005,701,5056292.816,2359293.696,1793.578
1704853,701,5056288.331,2359293.697,1798.424
1660315,701,5056294.153,2359293.698,1781.175
1704621,701,5056288.887,2359293.711,1798.02
1704145,701,5056291.139,2359293.714,1796.552
1704513,701,5056289.427,2359293.718,1804.947
1011774,701,5056286.799,2359293.718,1781.191
1660773,701,5056293.579,2359293.723,1787.035
1704740,701,5056288.449,2359293.724,1795.402
1704334,701,5056290.598,2359293.727,1804.957
1660539,701,5056293.821,2359293.727,1784.012
1704191,701,5056291.522,2359293.73,1795.504
1703969,701,5056292.642,2359293.736,1795.01
1011773,701,5056287.036,2359293.736,1787.741
1660774,701,5056293.55,2359293.738,1785.615
1704539,701,5056289.662,2359293.748,1804.945
1703845,701,5056293.213,2359293.751,1789.985
1703933,701,5056292.551,2359293.755,1795.569
1011718,701,5056287.351,2359293.757,1786.947
1704540,701,5056289.367,2359293.761,1795.516
1704856,701,5056288.353,2359293.778,1795.505
1704855,701,5056288.444,2359293.779,1798.287
1704078,701,5056292.037,2359293.78,1795.518
1660323,701,5056293.919,2359293.785,1778.515
1704955,701,5056287.753,2359293.785,1789.792
1660906,701,5056293.31,2359293.786,1788.495
1704472,701,5056290.38,2359293.786,1804.95
1704622,701,5056289.275,2359293.791,1806.105
1704623,701,5056288.924,2359293.794,1795.806
1704035,701,5056291.866,2359293.796,1795.51
1704006,701,5056292.892,2359293.8,1791.692
1662669,701,5056288.111,2359293.806,1782.529
1704741,701,5056288.65,2359293.808,1798.137
1011777,701,5056286.984,2359293.815,1782.659
1704514,701,5056289.26,2359293.815,1796.118
1704192,701,5056291.632,2359293.819,1795.502
1011776,701,5056287.03,2359293.82,1784.011
1704541,701,5056289.82,2359293.824,1806.195
1660953,701,5056293.031,2359293.827,1781.787
1011775,701,5056287.16,2359293.829,1787.797
1704611,701,5056290.239,2359293.829,1804.946
1660776,701,5056293.669,2359293.831,1785.206
1704079,701,5056292.21,2359293.841,1798.151
1703934,701,5056292.669,2359293.842,1795.898
1703970,701,5056292.716,2359293.844,1793.192
1703935,701,5056292.639,2359293.853,1794.485
1660907,701,5056293.166,2359293.853,1782.015
1662849,701,5056287.533,2359293.854,1788.506
1660324,701,5056294.09,2359293.855,1780.535
1704080,701,5056292.156,2359293.859,1795.772
1660955,701,5056293.273,2359293.861,1787.423
1704857,701,5056288.555,2359293.862,1798.192
1704473,701,5056290.505,2359293.872,1804.953
1704956,701,5056287.925,2359293.874,1791.789
1704036,701,5056291.984,2359293.875,1795.816
1704624,701,5056289.389,2359293.878,1805.935
1704625,701,5056289.039,2359293.886,1795.541
1704308,701,5056291.109,2359293.887,1796.491
1660908,701,5056293.397,2359293.889,1786.809
1704007,701,5056292.993,2359293.893,1791.371
1704742,701,5056288.691,2359293.897,1795.728
1704515,701,5056289.382,2359293.903,1796.248
1011937,701,5056286.816,2359293.903,1782.474
1704393,701,5056291.194,2359293.904,1806.208
1704008,701,5056292.975,2359293.906,1790.179
1704612,701,5056290.397,2359293.909,1806.209
1011778,701,5056287.22,2359293.914,1785.908
1011936,701,5056287.02,2359293.919,1787.771
1704081,701,5056292.332,2359293.929,1798.294
1705112,701,5056287.733,2359293.942,1790.671
1660778,701,5056293.716,2359293.949,1782.52
1703936,701,5056292.71,2359293.952,1792.789
1704859,701,5056288.583,2359293.952,1795.703
1704858,701,5056288.669,2359293.953,1798.034
1704474,701,5056290.615,2359293.954,1804.937
1660542,701,5056293.988,2359293.955,1780.264
1660956,701,5056293.368,2359293.956,1786.707
1704626,701,5056289.485,2359293.957,1805.814
1660909,701,5056293.249,2359293.958,1780.489
1660957,701,5056293.358,2359293.963,1785.812
1704957,701,5056288.146,2359293.967,1794.367
1704335,701,5056290.975,2359293.97,1806.208
1704193,701,5056291.932,2359293.975,1798.008
1704516,701,5056289.82,2359293.976,1806.209
1704394,701,5056291.319,2359293.989,1806.199
1704146,701,5056291.474,2359293.991,1795.565
1011939,701,5056286.94,2359293.992,1782.51
1704413,701,5056290.458,2359293.993,1804.945
1011938,701,5056286.992,2359293.995,1783.654
1704517,701,5056289.518,2359293.995,1796.46
1662936,701,5056287.391,2359294.008,1787.259
1704082,701,5056292.454,2359294.021,1798.418
1661209,701,5056293.047,2359294.022,1787.78
1704913,701,5056287.883,2359294.028,1791.614
1704860,701,5056288.781,2359294.035,1797.91
1704395,701,5056291.07,2359294.039,1797.508
1704627,701,5056289.598,2359294.043,1805.67
1704396,701,5056291.049,2359294.043,1796.41
1704037,701,5056292.209,2359294.052,1795.519
1660779,701,5056293.828,2359294.053,1781.75
1660911,701,5056293.378,2359294.053,1780.328
1704147,701,5056291.654,2359294.058,1797.917
1704336,701,5056291.052,2359294.058,1804.948
1703937,701,5056292.797,2359294.059,1791.107
1704958,701,5056288.282,2359294.059,1794.563
1660958,701,5056293.449,2359294.074,1784.615
1704397,701,5056291.428,2359294.075,1806.202
1704743,701,5056288.949,2359294.077,1796.086
1704518,701,5056289.654,2359294.078,1797.296
1704398,701,5056291.395,2359294.085,1804.952
1011942,701,5056287.066,2359294.089,1782.485
1012114,701,5056286.684,2359294.09,1779.493
1012113,701,5056286.738,2359294.092,1781.175
1011941,701,5056287.125,2359294.093,1783.966
1012112,701,5056286.788,2359294.095,1782.361
1662937,701,5056287.509,2359294.105,1786.912
1704083,701,5056292.576,2359294.106,1798.538
1660913,701,5056293.576,2359294.111,1783.842
1704914,701,5056288.006,2359294.121,1791.681
1661271,701,5056292.718,2359294.127,1782.498
1704628,701,5056289.727,2359294.133,1806.179
1704038,701,5056292.311,2359294.137,1795.178
1704309,701,5056291.5,2359294.137,1797.836
1704084,701,5056292.475,2359294.144,1794.202
1704310,701,5056291.447,2359294.147,1796.064
1704959,701,5056288.393,2359294.149,1794.506
1704194,701,5056292.19,2359294.155,1798.35
1661273,701,5056292.956,2359294.155,1788.31
1704399,701,5056291.538,2359294.157,1806.198
1704592,701,5056290.224,2359294.165,1804.975
1661211,701,5056293.046,2359294.169,1782.494
1704195,701,5056292.117,2359294.178,1795.499
1011944,701,5056287.236,2359294.179,1783.91
1660781,701,5056293.895,2359294.18,1778.908
1660959,701,5056293.53,2359294.184,1782.51
1012115,701,5056286.874,2359294.192,1781.364
1662938,701,5056287.623,2359294.196,1786.728
1704915,701,5056288.112,2359294.206,1791.817
1704400,701,5056291.314,2359294.208,1797.746
1704475,701,5056290.991,2359294.208,1806.212
1704629,701,5056289.836,2359294.214,1806.187
1704519,701,5056290.115,2359294.228,1804.965
1660915,701,5056293.666,2359294.23,1782.027
1704960,701,5056288.507,2359294.232,1794.306
1704401,701,5056291.647,2359294.239,1806.203
1704277,701,5056291.554,2359294.241,1795.506
1660916,701,5056293.643,2359294.242,1780.987
1704744,701,5056289.177,2359294.246,1796.346
1704039,701,5056292.363,2359294.257,1792.304
1661213,701,5056293.161,2359294.261,1782.257
1704196,701,5056292.221,2359294.263,1795.065
1704337,701,5056291.083,2359294.272,1797.638
1011946,701,5056287.362,2359294.273,1783.884
1661274,701,5056293.043,2359294.275,1785.955
1704338,701,5056291.038,2359294.279,1796.215
1662940,701,5056287.735,2359294.282,1786.598
1662939,701,5056287.803,2359294.284,1788.374
1012116,701,5056287.01,2359294.284,1781.573
1704040,701,5056292.635,2359294.288,1798.71
1704476,701,5056291.1,2359294.29,1806.242
1704630,701,5056289.946,2359294.296,1806.192
1704916,701,5056288.248,2359294.301,1792.016
1704861,701,5056289.084,2359294.305,1796.309
1660961,701,5056293.599,2359294.316,1779.547
1704961,701,5056288.644,2359294.319,1795.118
1704402,701,5056291.757,2359294.324,1806.188
1704148,701,5056291.93,2359294.334,1795.487
1661214,701,5056293.311,2359294.334,1783.856
1704197,701,5056292.343,2359294.338,1795.858
1704477,701,5056290.834,2359294.341,1796.287
1704085,701,5056292.619,2359294.347,1790.721
1660917,701,5056293.74,2359294.347,1779.553
1704456,701,5056290.677,2359294.369,1796.33
1663198,701,5056287.487,2359294.37,1783.879
1662942,701,5056287.649,2359294.371,1780.302
1663197,701,5056287.552,2359294.371,1785.738
1662941,701,5056287.914,2359294.374,1788.32
1012117,701,5056287.132,2359294.376,1781.713
1704041,701,5056292.757,2359294.377,1798.843
1661225,701,5056293.052,2359294.378,1786.247
1704631,701,5056290.055,2359294.378,1806.183
1704520,701,5056290.383,2359294.389,1806.172
1704917,701,5056288.43,2359294.39,1793.579
1704918,701,5056288.385,2359294.393,1792.204
1704149,701,5056292.126,2359294.4,1798.44
1704403,701,5056291.867,2359294.402,1806.167
1704457,701,5056291.054,2359294.407,1806.201
1012274,701,5056287.042,2359294.407,1788.204
1704962,701,5056288.768,2359294.412,1795.145
1704594,701,5056290.568,2359294.418,1804.953
1704478,701,5056290.974,2359294.42,1797.642
1704745,701,5056289.385,2359294.424,1795.506
1704479,701,5056290.944,2359294.427,1796.235
1661215,701,5056293.408,2359294.446,1782.389
1704042,701,5056292.88,2359294.458,1798.923
1704086,701,5056292.997,2359294.459,1797.256
1661216,701,5056293.394,2359294.461,1781.005
1661501,701,5056292.69,2359294.463,1788.389
1012118,701,5056287.252,2359294.464,1781.897
1704632,701,5056290.18,2359294.464,1806.188
1704633,701,5056290.146,2359294.465,1804.966
1663200,701,5056287.635,2359294.465,1784.243
1662943,701,5056288.038,2359294.467,1788.367
1663199,701,5056287.692,2359294.468,1785.809
1012451,701,5056286.965,2359294.47,1788.174
1704521,701,5056290.493,2359294.475,1806.185
1704339,701,5056291.615,2359294.479,1804.944
1704919,701,5056288.553,2359294.483,1793.689
1704920,701,5056288.507,2359294.486,1792.315
1661227,701,5056293.123,2359294.49,1783.875
1661277,701,5056293.203,2359294.493,1782.495
1704595,701,5056290.711,2359294.494,1806.187
1704963,701,5056288.886,2359294.495,1795.484
1704404,701,5056291.972,2359294.496,1805.672
1704150,701,5056292.183,2359294.509,1796.006
1704746,701,5056289.551,2359294.509,1797.085
1704278,701,5056291.901,2359294.511,1795.38
1704151,701,5056292.128,2359294.531,1793.715
1704087,701,5056293.136,2359294.539,1798.014
1704043,701,5056292.989,2359294.539,1798.957
1704634,701,5056290.274,2359294.542,1806.177
1704635,701,5056290.24,2359294.547,1804.959
1662944,701,5056288.163,2359294.553,1788.362
1704458,701,5056290.914,2359294.553,1796.208
1663201,701,5056287.8,2359294.553,1785.87
1663202,701,5056287.735,2359294.553,1783.975
