,feature_code,x,y,z
8982913,701,5055133.463,2360559.306,1938.355
8984289,701,5055135.475,2360559.307,1945.142
8985424,701,5055137.265,2360559.309,1954.102
8984683,701,5055136.015,2360559.31,1944.08
8985389,701,5055137.162,2360559.313,1946.457
4428215,701,5055133.017,2360559.313,1934.708
8984430,701,5055135.485,2360559.321,1953.472
4428219,701,5055133.048,2360559.335,1933.39
8986107,701,5055138.327,2360559.341,1946.064
8984785,701,5055136.025,2360559.348,1945.679
8983483,701,5055134.267,2360559.35,1943.389
8983352,701,5055134.045,2360559.35,1941.547
8985387,701,5055137.047,2360559.353,1954.099
8982914,701,5055133.507,2360559.353,1937.795
8984064,701,5055135.139,2360559.356,1944.847
8983003,701,5055133.28,2360559.363,1936.17
8985425,701,5055137.312,2360559.364,1954.105
8983197,701,5055133.837,2360559.367,1940.421
8985931,701,5055138.127,2360559.367,1945.272
8985604,701,5055137.824,2360559.375,1944.875
4430948,701,5055137.744,2360559.381,1934.894
8984431,701,5055135.544,2360559.383,1953.605
8985392,701,5055137.298,2360559.387,1943.999
8985393,701,5055137.435,2360559.395,1938.11
4428221,701,5055133.111,2360559.398,1933.381
8986108,701,5055138.39,2360559.4,1946.026
8983353,701,5055134.109,2360559.409,1941.458
8984065,701,5055135.193,2360559.409,1944.534
8985156,701,5055136.671,2360559.412,1943.408
8983484,701,5055134.33,2360559.412,1943.4
4428384,701,5055133.367,2360559.413,1933.787
8985426,701,5055137.359,2360559.418,1954.107
8983198,701,5055133.881,2360559.428,1940.515
8982804,701,5055133.34,2360559.428,1936.278
8985395,701,5055137.499,2360559.434,1936.681
8980381,701,5055137.093,2360559.436,1941.388
8984432,701,5055135.589,2360559.436,1953.711
8980300,701,5055136.842,2360559.437,1952.855
8983734,701,5055134.92,2360559.446,1944.854
8986109,701,5055138.454,2360559.459,1945.966
4428223,701,5055133.173,2360559.464,1933.385
8983486,701,5055134.377,2360559.467,1943.395
4428386,701,5055133.423,2360559.467,1933.396
8985157,701,5055136.734,2360559.467,1943.4
8983354,701,5055134.158,2360559.468,1941.395
8985427,701,5055137.421,2360559.473,1954.121
8980302,701,5055136.904,2360559.488,1952.866
8982805,701,5055133.4,2360559.49,1936.368
8983199,701,5055133.942,2360559.494,1940.597
8983646,701,5055134.779,2360559.497,1944.906
8984433,701,5055135.649,2360559.498,1953.818
8983735,701,5055134.973,2360559.499,1944.601
8985429,701,5055137.482,2360559.506,1952.868
8985932,701,5055138.221,2360559.507,1947.25
4430642,701,5055137.291,2360559.511,1934.883
4428385,701,5055133.434,2360559.513,1934.905
8986110,701,5055138.498,2360559.516,1946.113
8983355,701,5055134.222,2360559.523,1941.318
8984066,701,5055135.306,2360559.524,1944.37
8985428,701,5055137.469,2360559.528,1954.103
8983487,701,5055134.439,2360559.529,1943.398
4428225,701,5055133.236,2360559.534,1933.39
8980303,701,5055136.95,2360559.542,1952.898
8983647,701,5055134.829,2360559.549,1944.778
8980383,701,5055137.139,2360559.55,1944.11
8983200,701,5055134.003,2360559.552,1940.67
8984476,701,5055135.709,2360559.555,1953.93
8982806,701,5055133.461,2360559.559,1936.459
8984973,701,5055136.36,2360559.561,1954.108
8985696,701,5055137.529,2360559.561,1952.864
8984209,701,5055135.75,2360559.562,1943.422
8984976,701,5055136.594,2360559.568,1943.404
4428388,701,5055133.497,2360559.572,1934.891
4430993,701,5055137.7,2360559.573,1933.406
8985394,701,5055137.454,2360559.573,1944.649
8986111,701,5055138.556,2360559.573,1946.284
8985695,701,5055137.516,2360559.582,1954.08
8983357,701,5055134.27,2360559.582,1941.253
8983736,701,5055135.079,2360559.586,1943.415
8985605,701,5055137.975,2360559.587,1947.102
8984686,701,5055136.297,2360559.588,1943.408
8983488,701,5055134.501,2360559.591,1943.409
8980382,701,5055137.129,2360559.593,1946.548
8984479,701,5055135.897,2360559.593,1945.819
4428227,701,5055133.297,2360559.596,1933.436
8984480,701,5055135.937,2360559.597,1943.441
8980387,701,5055137.353,2360559.608,1936.933
8985122,701,5055136.911,2360559.609,1941.168
8980384,701,5055137.202,2360559.609,1944.105
8984477,701,5055135.754,2360559.613,1954.007
8984974,701,5055136.423,2360559.615,1954.117
8985697,701,5055137.576,2360559.619,1952.868
8985606,701,5055138.045,2360559.62,1945.43
8984210,701,5055135.798,2360559.621,1943.396
8984067,701,5055135.423,2360559.621,1943.402
8983201,701,5055134.064,2360559.621,1940.752
8984978,701,5055136.642,2360559.623,1943.343
8983648,701,5055134.923,2360559.63,1943.403
8985700,701,5055137.728,2360559.631,1946.988
8986112,701,5055138.599,2360559.638,1946.472
4428390,701,5055133.56,2360559.638,1934.869
8983358,701,5055134.335,2360559.641,1941.174
4430995,701,5055137.76,2360559.642,1933.514
8983872,701,5055135.126,2360559.645,1943.407
8983489,701,5055134.564,2360559.654,1943.413
4428228,701,5055133.367,2360559.667,1933.808
8984478,701,5055135.814,2360559.667,1954.104
8985698,701,5055137.638,2360559.67,1952.862
8984684,701,5055136.186,2360559.676,1952.859
8980385,701,5055137.255,2360559.679,1944.517
8983203,701,5055134.124,2360559.683,1940.834
8986113,701,5055138.657,2360559.695,1946.652
8983359,701,5055134.383,2360559.696,1941.109
8984979,701,5055136.757,2360559.7,1941.1
4428392,701,5055133.623,2360559.705,1934.881
4428562,701,5055133.888,2360559.708,1934.874
8983490,701,5055134.611,2360559.712,1943.409
4428229,701,5055133.421,2360559.724,1933.475
8985699,701,5055137.685,2360559.724,1952.864
8984685,701,5055136.249,2360559.731,1952.851
8984211,701,5055135.866,2360559.733,1945.839
4430646,701,5055137.546,2360559.748,1933.997
8986114,701,5055138.715,2360559.755,1946.864
8984975,701,5055136.577,2360559.758,1952.858
8983360,701,5055134.447,2360559.759,1941.043
8984950,701,5055136.821,2360559.759,1941.009
8983491,701,5055134.658,2360559.767,1943.398
4428394,701,5055133.685,2360559.771,1934.877
8984687,701,5055136.469,2360559.772,1943.397
8980386,701,5055137.296,2360559.774,1946.796
4428564,701,5055133.951,2360559.774,1934.875
8983873,701,5055135.246,2360559.782,1944.283
8985701,701,5055137.732,2360559.783,1952.861
8985396,701,5055137.453,2360559.785,1954.107
8980650,701,5055137.151,2360559.786,1937.583
8985504,701,5055137.902,2360559.787,1945.559
4428230,701,5055133.483,2360559.79,1933.516
8984068,701,5055135.579,2360559.797,1943.394
4430689,701,5055137.229,2360559.808,1934.884
8984977,701,5055136.624,2360559.808,1952.856
8983361,701,5055134.496,2360559.818,1940.959
8985607,701,5055138.202,2360559.818,1947.44
8986115,701,5055138.767,2360559.822,1947.327
8985158,701,5055136.874,2360559.823,1952.855
8983492,701,5055134.721,2360559.829,1943.376
4428396,701,5055133.748,2360559.829,1934.88
8980389,701,5055137.343,2360559.829,1946.78
8982916,701,5055133.977,2360559.834,1937.121
8985702,701,5055137.779,2360559.834,1952.856
8985397,701,5055137.516,2360559.84,1954.107
8984690,701,5055136.581,2360559.847,1941.296
8985933,701,5055138.561,2360559.85,1946.758
4428031,701,5055133.541,2360559.862,1933.726
8983649,701,5055135.112,2360559.863,1945.37
4430691,701,5055137.292,2360559.874,1934.887
8983362,701,5055134.561,2360559.877,1940.874
8980646,701,5055136.936,2360559.878,1952.858
8980648,701,5055137.064,2360559.881,1946.699
8986116,701,5055138.809,2360559.883,1947.526
8983493,701,5055134.769,2360559.884,1943.32
4428397,701,5055133.795,2360559.892,1934.883
8985703,701,5055137.842,2360559.892,1952.864
8985398,701,5055137.563,2360559.894,1954.104
8983057,701,5055134.037,2360559.903,1937.231
8983650,701,5055135.173,2360559.921,1945.443
8984951,701,5055136.864,2360559.921,1946.581
8983939,701,5055135.694,2360559.925,1943.836
8980388,701,5055137.311,2360559.928,1952.857
4428032,701,5055133.615,2360559.931,1933.907
4430693,701,5055137.363,2360559.935,1934.52
8983363,701,5055134.609,2360559.936,1940.822
8986117,701,5055138.87,2360559.937,1947.57
8984955,701,5055137.062,2360559.94,1937.378
8983494,701,5055134.834,2360559.943,1943.233
8984481,701,5055136.282,2360559.955,1943.406
8984694,701,5055136.702,2360559.956,1940.772
4428398,701,5055133.857,2360559.958,1934.89
8983874,701,5055135.426,2360559.96,1943.981
4430337,701,5055137.136,2360559.964,1934.889
8983058,701,5055134.097,2360559.965,1937.327
8985934,701,5055138.667,2360559.97,1946.928
8984952,701,5055136.911,2360559.979,1946.582
8983651,701,5055135.218,2360559.979,1945.507
8985608,701,5055138.362,2360559.981,1946.593
8980390,701,5055137.374,2360559.983,1952.854
8980647,701,5055137.03,2360559.987,1952.867
8983364,701,5055134.673,2360559.991,1940.777
8986118,701,5055138.916,2360559.995,1947.61
8985400,701,5055137.836,2360559.996,1945.716
8984954,701,5055136.977,2360560.001,1944.404
8983495,701,5055134.884,2360560.003,1943.11
4428033,701,5055133.672,2360560.003,1934.121
8984691,701,5055136.632,2360560.004,1946.473
8984482,701,5055136.337,2360560.005,1943.051
8984693,701,5055136.686,2360560.015,1944.149
4428400,701,5055133.92,2360560.016,1934.89
4430339,701,5055137.2,2360560.027,1934.831
8983059,701,5055134.157,2360560.027,1937.423
8984697,701,5055136.82,2360560.031,1937.723
8984688,701,5055136.502,2360560.032,1954.108
8985399,701,5055137.717,2360560.037,1952.858
8984212,701,5055136.204,2360560.037,1943.398
8980649,701,5055137.077,2360560.038,1952.877
8984953,701,5055136.969,2360560.04,1946.752
8983652,701,5055135.279,2360560.045,1945.599
8986119,701,5055138.977,2360560.053,1947.68
8985505,701,5055137.998,2360560.056,1952.862
8984692,701,5055136.68,2360560.059,1946.456
8983496,701,5055134.948,2360560.062,1943.032
8983365,701,5055134.735,2360560.071,1941.47
8984689,701,5055136.548,2360560.083,1954.123
4428402,701,5055133.982,2360560.086,1934.913
8985507,701,5055138.163,2360560.087,1946.46
8983060,701,5055134.218,2360560.096,1937.518
8983653,701,5055135.324,2360560.099,1945.654
8985506,701,5055138.045,2360560.11,1952.861
8983497,701,5055134.997,2360560.117,1942.966
8984214,701,5055136.308,2360560.118,1941.641
8983875,701,5055135.58,2360560.12,1943.395
8984483,701,5055136.385,2360560.126,1946.383
8983366,701,5055134.78,2360560.129,1941.521
8984484,701,5055136.456,2360560.145,1943.991
8984485,701,5055136.52,2360560.149,1940.568
8984213,701,5055136.246,2360560.151,1946.299
4428404,701,5055134.044,2360560.152,1934.906
8985935,701,5055138.812,2360560.155,1948.078
4428569,701,5055134.31,2360560.156,1934.899
8983061,701,5055134.278,2360560.158,1937.612
8983654,701,5055135.386,2360560.161,1945.716
4430399,701,5055137.011,2360560.171,1934.896
8983498,701,5055135.06,2360560.176,1942.927
8985401,701,5055137.994,2360560.179,1946.324
4430022,701,5055136.512,2360560.184,1934.879
8983367,701,5055134.841,2360560.195,1941.599
8984698,701,5055136.865,2360560.207,1944.544
8985936,701,5055138.874,2360560.213,1948.109
4428405,701,5055134.108,2360560.215,1934.887
8984216,701,5055136.429,2360560.217,1940.478
8985609,701,5055138.585,2360560.218,1947.105
8985508,701,5055138.154,2360560.219,1952.869
8984215,701,5055136.364,2360560.22,1943.919
8984486,701,5055136.642,2360560.221,1938.004
4428571,701,5055134.373,2360560.222,1934.891
8980393,701,5055137.74,2360560.222,1945.864
8983655,701,5055135.449,2360560.223,1945.674
4430401,701,5055137.086,2360560.23,1934.369
8983412,701,5055135.108,2360560.235,1942.878
8984695,701,5055136.705,2360560.247,1954.106
8983877,701,5055135.699,2360560.247,1943.678
8983368,701,5055134.902,2360560.26,1941.674
8983940,701,5055135.984,2360560.269,1946.189
8983941,701,5055136.035,2360560.269,1943.313
4428406,701,5055134.159,2360560.271,1934.672
8985509,701,5055138.201,2360560.274,1952.872
8980391,701,5055137.626,2360560.276,1954.107
4428911,701,5055134.778,2360560.276,1934.924
8983656,701,5055135.498,2360560.279,1945.577
8980394,701,5055137.795,2360560.285,1946.179
8983658,701,5055135.549,2360560.288,1943.395
8983413,701,5055135.172,2360560.293,1942.845
8983876,701,5055135.706,2360560.294,1946.055
8984699,701,5055136.904,2360560.301,1946.882
8984217,701,5055136.562,2360560.302,1938.1
8984696,701,5055136.768,2360560.305,1954.092
8985402,701,5055138.104,2360560.312,1947.671
8983369,701,5055134.963,2360560.322,1941.759
8983942,701,5055136.094,2360560.323,1942.798
8984956,701,5055137.095,2360560.324,1954.103
8985937,701,5055138.98,2360560.325,1948.28
8980392,701,5055137.673,2360560.327,1954.116
8984488,701,5055136.764,2360560.328,1936.791
8985510,701,5055138.263,2360560.332,1952.912
8983657,701,5055135.56,2360560.337,1945.594
4428913,701,5055134.842,2360560.343,1934.88
8983414,701,5055135.231,2360560.355,1942.962
8983878,701,5055135.752,2360560.356,1946.106
8983944,701,5055136.153,2360560.36,1941.596
4430208,701,5055136.824,2360560.363,1934.881
8984957,701,5055137.143,2360560.379,1954.096
8983370,701,5055135.024,2360560.38,1941.805
8985938,701,5055139.04,2360560.387,1948.387
8980651,701,5055137.392,2360560.39,1954.104
4429828,701,5055135.997,2360560.391,1934.875
8983659,701,5055135.607,2360560.391,1945.611
8983943,701,5055136.15,2360560.402,1943.733
8983945,701,5055136.217,2360560.403,1940.197
8984218,701,5055136.673,2360560.403,1936.699
8983240,701,5055135.061,2360560.408,1940.238
8984958,701,5055137.202,2360560.416,1952.878
8983879,701,5055135.813,2360560.418,1946.171
4429037,701,5055135.17,2360560.42,1934.888
8983415,701,5055135.291,2360560.42,1943.09
4430026,701,5055136.746,2360560.437,1934.9
8980652,701,5055137.439,2360560.441,1954.097
8985939,701,5055139.086,2360560.441,1948.41
8983371,701,5055135.069,2360560.442,1941.909
8985511,701,5055138.488,2360560.443,1947.289
8984487,701,5055136.722,2360560.448,1944.672
8983660,701,5055135.669,2360560.453,1945.639
8980653,701,5055137.611,2360560.455,1946.037
8983946,701,5055136.263,2360560.461,1940.22
8983241,701,5055135.125,2360560.467,1940.165
8983880,701,5055135.873,2360560.475,1946.249
4430210,701,5055136.959,2360560.48,1933.806
8983416,701,5055135.352,2360560.485,1943.176
4429039,701,5055135.232,2360560.486,1934.888
8984959,701,5055137.411,2360560.491,1945.918
8980395,701,5055137.83,2360560.491,1954.094
8983947,701,5055136.335,2360560.491,1938.464
8985940,701,5055139.142,2360560.501,1948.695
4429317,701,5055135.513,2360560.505,1934.876
8984489,701,5055136.782,2360560.509,1944.766
8983661,701,5055135.716,2360560.512,1945.64
8983062,701,5055134.631,2360560.513,1936.579
8985610,701,5055138.84,2360560.524,1948.269
8983242,701,5055135.189,2360560.526,1940.081
8983881,701,5055135.919,2360560.533,1946.315
8980397,701,5055138.008,2360560.538,1947.764
8983417,701,5055135.399,2360560.54,1943.17
8983948,701,5055136.396,2360560.542,1937.877
4430028,701,5055136.87,2360560.544,1933.612
8980396,701,5055137.877,2360560.549,1954.091
8983738,701,5055136.033,2360560.561,1941.395
8985941,701,5055139.174,2360560.562,1949.355
4429318,701,5055135.56,2360560.564,1934.874
8985513,701,5055138.593,2360560.565,1948.155
8983664,701,5055135.839,2360560.569,1942.353
8983662,701,5055135.778,2360560.57,1945.671
8983063,701,5055134.679,2360560.571,1936.543
8983418,701,5055135.458,2360560.587,1942.641
8984219,701,5055136.689,2360560.587,1944.763
8983243,701,5055135.238,2360560.589,1940.013
8983882,701,5055135.979,2360560.595,1946.395
8983004,701,5055135.027,2360560.603,1938.364
8985403,701,5055138.236,2360560.603,1954.1
8983739,701,5055136.097,2360560.603,1940.009
8984490,701,5055136.824,2360560.604,1947.017
8984960,701,5055137.516,2360560.606,1946.129
8985512,701,5055138.501,2360560.615,1954.092
8985942,701,5055139.239,2360560.621,1949.24
4428413,701,5055134.518,2360560.628,1933.397
8983064,701,5055134.744,2360560.631,1936.405
8983663,701,5055135.84,2360560.632,1945.682
8984700,701,5055137.244,2360560.633,1945.742
8985611,701,5055138.948,2360560.633,1948.321
8985204,701,5055138.296,2360560.644,1952.874
4428821,701,5055134.79,2360560.644,1933.774
8983949,701,5055136.51,2360560.644,1936.356
8983740,701,5055136.158,2360560.645,1938.706
8983419,701,5055135.507,2360560.646,1942.534
8983244,701,5055135.302,2360560.648,1939.968
8983737,701,5055136.025,2360560.649,1946.433
8983005,701,5055135.091,2360560.662,1938.29
8985490,701,5055138.423,2360560.663,1948.052
8984961,701,5055137.577,2360560.668,1946.165
8983667,701,5055135.959,2360560.672,1941.245
8985514,701,5055138.564,2360560.673,1954.104
4429043,701,5055135.42,2360560.677,1934.868
8985822,701,5055139.269,2360560.678,1949.942
4429369,701,5055136.091,2360560.688,1934.883
8983665,701,5055135.886,2360560.69,1945.714
8983065,701,5055134.809,2360560.694,1936.319
4428447,701,5055134.575,2360560.697,1933.608
8983742,701,5055136.231,2360560.699,1938.285
8985205,701,5055138.358,2360560.703,1952.878
8983420,701,5055135.571,2360560.705,1942.474
4428823,701,5055134.86,2360560.705,1933.459
8983669,701,5055136.006,2360560.706,1939.909
4429631,701,5055136.297,2360560.708,1934.772
8980398,701,5055138.161,2360560.708,1947.947
8985612,701,5055138.953,2360560.709,1951.486
4428920,701,5055135.203,2360560.717,1934.802
8983245,701,5055135.365,2360560.725,1940.582
4429045,701,5055135.467,2360560.725,1934.213
8985823,701,5055139.348,2360560.726,1949.247
8983006,701,5055135.152,2360560.727,1938.37
4429816,701,5055136.657,2360560.734,1933.405
8984220,701,5055136.791,2360560.74,1947.083
4429370,701,5055136.143,2360560.744,1934.68
8985515,701,5055138.749,2360560.744,1948.146
8983666,701,5055135.948,2360560.749,1945.733
8983671,701,5055136.077,2360560.753,1938.858
4428448,701,5055134.642,2360560.753,1933.409
8984491,701,5055136.998,2360560.756,1945.587
8983066,701,5055134.858,2360560.761,1936.244
8983421,701,5055135.633,2360560.767,1942.515
8985613,701,5055138.981,2360560.771,1952.958
8980654,701,5055137.752,2360560.772,1954.108
8983246,701,5055135.41,2360560.783,1940.673
8985824,701,5055139.396,2360560.785,1949.211
8983743,701,5055136.344,2360560.787,1936.124
8984701,701,5055137.222,2360560.796,1954.067
8983007,701,5055135.203,2360560.798,1938.858
8983672,701,5055136.139,2360560.801,1938.222
8983668,701,5055135.995,2360560.803,1945.737
8983067,701,5055134.922,2360560.816,1936.167
8983422,701,5055135.692,2360560.818,1941.986
8980656,701,5055137.931,2360560.819,1947.775
4428451,701,5055134.705,2360560.819,1933.409
8980655,701,5055137.799,2360560.826,1954.112
8985614,701,5055139.04,2360560.829,1953.096
8985491,701,5055138.581,2360560.831,1948.017
8983950,701,5055136.529,2360560.832,1944.923
8984703,701,5055137.281,2360560.833,1952.893
8983741,701,5055136.192,2360560.834,1946.668
4429632,701,5055136.419,2360560.835,1934.902
8984221,701,5055136.922,2360560.839,1945.5
4428450,701,5055134.697,2360560.842,1934.439
8985825,701,5055139.439,2360560.842,1949.361
8983247,701,5055135.471,2360560.844,1940.754
8984702,701,5055137.284,2360560.847,1954.099
8984869,701,5055137.729,2360560.859,1947.715
8985518,701,5055138.837,2360560.86,1949.772
8983423,701,5055135.748,2360560.862,1940.913
8983008,701,5055135.263,2360560.863,1938.952
8983670,701,5055136.057,2360560.865,1945.766
8984507,701,5055137.449,2360560.87,1946.337
8985517,701,5055138.811,2360560.873,1951.541
8980399,701,5055138.325,2360560.878,1947.61
8985516,701,5055138.783,2360560.879,1952.725
8980657,701,5055137.989,2360560.88,1947.936
8983068,701,5055134.983,2360560.881,1936.247
4428452,701,5055134.753,2360560.882,1933.385
8985615,701,5055139.084,2360560.886,1953.21
8984505,701,5055137.343,2360560.892,1952.884
8983424,701,5055135.803,2360560.895,1939.241
8985826,701,5055139.498,2360560.9,1949.52
8984504,701,5055137.331,2360560.905,1954.079
8983248,701,5055135.531,2360560.91,1940.852
4429634,701,5055136.55,2360560.921,1931.958
8983009,701,5055135.323,2360560.928,1939.069
8984510,701,5055137.497,2360560.942,1947.612
8985616,701,5055139.143,2360560.943,1953.366
8983069,701,5055135.046,2360560.944,1936.215
4429372,701,5055136.327,2360560.945,1934.841
4428454,701,5055134.815,2360560.948,1933.388
8984506,701,5055137.379,2360560.956,1954.067
8983425,701,5055135.856,2360560.958,1939.637
8983951,701,5055136.645,2360560.958,1945.331
8985827,701,5055139.557,2360560.96,1949.694
8983673,701,5055136.163,2360560.965,1944.567
8983249,701,5055135.593,2360560.968,1940.894
4429600,701,5055136.392,2360560.984,1933.388
8983159,701,5055135.383,2360560.994,1939.166
8985617,701,5055139.186,2360560.996,1953.538
8985551,701,5055138.861,2360560.996,1954.11
8984509,701,5055137.453,2360560.997,1952.888
8983070,701,5055135.093,2360561.003,1936.194
8984508,701,5055137.441,2360561.011,1954.084
4428456,701,5055134.878,2360561.014,1933.386
8984492,701,5055137.204,2360561.014,1947.467
8985828,701,5055139.599,2360561.017,1949.883
8985492,701,5055138.697,2360561.021,1951.09
8983250,701,5055135.651,2360561.022,1940.433
8983674,701,5055136.221,2360561.025,1944.762
8985553,701,5055139.013,2360561.03,1948.91
8983161,701,5055135.44,2360561.034,1938.082
8984222,701,5055137.065,2360561.034,1947.412
8983744,701,5055136.417,2360561.038,1945.075
8983426,701,5055135.977,2360561.044,1937.157
8980658,701,5055138.152,2360561.046,1947.665
8985618,701,5055139.23,2360561.05,1953.698
8985552,701,5055138.923,2360561.051,1954.126
8983160,701,5055135.444,2360561.055,1939.266
8983071,701,5055135.155,2360561.069,1936.216
8984511,701,5055137.487,2360561.069,1954.097
8984870,701,5055137.828,2360561.074,1952.862
8983251,701,5055135.712,2360561.074,1939.799
8985829,701,5055139.658,2360561.075,1950.043
4428457,701,5055134.94,2360561.08,1933.388
8984872,701,5055137.941,2360561.09,1948.017
8983675,701,5055136.279,2360561.09,1944.97
4429602,701,5055136.517,2360561.092,1932.037
8983162,701,5055135.503,2360561.092,1938.036
8983427,701,5055136.044,2360561.094,1936.262
8983952,701,5055136.741,2360561.098,1947.263
8983745,701,5055136.478,2360561.1,1945.146
8985619,701,5055139.285,2360561.106,1953.992
8980660,701,5055138.195,2360561.107,1947.82
4428295,701,5055134.755,2360561.116,1931.942
8984493,701,5055137.336,2360561.119,1946.499
8984637,701,5055137.55,2360561.123,1954.1
8985830,701,5055139.701,2360561.128,1950.226
8983252,701,5055135.767,2360561.131,1939.465
8982930,701,5055135.22,2360561.136,1936.148
8980400,701,5055138.468,2360561.14,1952.872
4428458,701,5055135.003,2360561.142,1933.389
8984871,701,5055137.862,2360561.142,1954.105
8980659,701,5055138.141,2360561.144,1952.863
4429323,701,5055136.106,2360561.15,1935.629
8983953,701,5055136.803,2360561.152,1947.294
8983163,701,5055135.567,2360561.155,1937.993
8985620,701,5055139.33,2360561.16,1954.078
8983746,701,5055136.526,2360561.169,1945.754
8983253,701,5055135.832,2360561.17,1938.007
8984638,701,5055137.597,2360561.178,1954.103
4428297,701,5055134.817,2360561.181,1932.0
8985831,701,5055139.744,2360561.185,1950.395
8980401,701,5055138.515,2360561.19,1952.876
4428828,701,5055135.28,2360561.191,1935.555
8980661,701,5055138.187,2360561.195,1952.869
4429324,701,5055136.167,2360561.199,1934.372
8984873,701,5055137.924,2360561.201,1954.125
8983254,701,5055135.887,2360561.203,1936.322
4428460,701,5055135.065,2360561.205,1933.402
8983954,701,5055136.848,2360561.214,1947.355
8985621,701,5055139.376,2360561.214,1954.111
8983164,701,5055135.624,2360561.22,1938.218
8984639,701,5055137.644,2360561.229,1954.101
8983747,701,5055136.586,2360561.23,1945.863
4428299,701,5055134.882,2360561.234,1931.22
8985493,701,5055138.947,2360561.236,1949.07
8985832,701,5055139.796,2360561.24,1950.822
4428923,701,5055135.764,2360561.24,1930.875
4428830,701,5055135.333,2360561.247,1935.302
8980304,701,5055138.578,2360561.249,1952.872
8985554,701,5055139.215,2360561.258,1949.637
8984223,701,5055137.288,2360561.259,1946.576
8984874,701,5055138.116,2360561.266,1947.91
8985622,701,5055139.439,2360561.268,1954.109
4428462,701,5055135.128,2360561.271,1933.398
8983955,701,5055136.909,2360561.276,1947.449
8984640,701,5055137.691,2360561.287,1954.101
8983165,701,5055135.682,2360561.288,1938.437
8983748,701,5055136.647,2360561.288,1945.957
8985833,701,5055139.846,2360561.295,1950.7
4429326,701,5055136.306,2360561.296,1932.433
4428300,701,5055134.938,2360561.296,1930.836
4428925,701,5055135.817,2360561.3,1930.616
8985494,701,5055138.922,2360561.303,1952.837
4428631,701,5055135.4,2360561.303,1935.12
4429050,701,5055136.017,2360561.316,1935.43
8984875,701,5055138.162,2360561.32,1947.944
8985623,701,5055139.486,2360561.327,1954.107
4428464,701,5055135.19,2360561.329,1933.408
8983956,701,5055136.97,2360561.334,1947.512
8984641,701,5055137.738,2360561.338,1954.1
4429328,701,5055136.367,2360561.34,1930.444
8983749,701,5055136.693,2360561.343,1945.967
8983166,701,5055135.733,2360561.348,1938.27
4428301,701,5055135.007,2360561.353,1930.53
8980663,701,5055138.38,2360561.353,1950.656
8984494,701,5055137.54,2360561.355,1947.163
8985496,701,5055138.984,2360561.357,1952.87
8980662,701,5055138.356,2360561.363,1952.348
8985495,701,5055138.955,2360561.363,1954.109
4429052,701,5055136.079,2360561.365,1934.126
4428632,701,5055135.461,2360561.373,1935.173
8985555,701,5055139.249,2360561.376,1952.876
8985624,701,5055139.533,2360561.378,1954.109
8984224,701,5055137.401,2360561.379,1947.092
8983957,701,5055137.015,2360561.392,1947.567
8984642,701,5055137.8,2360561.396,1954.102
4428466,701,5055135.252,2360561.399,1933.429
4429054,701,5055136.145,2360561.412,1932.651
4428468,701,5055135.311,2360561.413,1930.247
8980664,701,5055138.391,2360561.417,1952.867
8985497,701,5055139.018,2360561.417,1954.113
4428927,701,5055135.869,2360561.428,1935.112
8985556,701,5055139.312,2360561.431,1952.868
4428633,701,5055135.509,2360561.432,1935.128
8985625,701,5055139.578,2360561.432,1954.179
8984878,701,5055138.247,2360561.443,1949.652
4429056,701,5055136.221,2360561.445,1930.036
8983958,701,5055137.062,2360561.446,1947.597
8984643,701,5055137.847,2360561.451,1954.097
8984877,701,5055138.229,2360561.451,1951.104
8980305,701,5055138.848,2360561.456,1949.337
8984876,701,5055138.195,2360561.458,1952.579
4428928,701,5055135.924,2360561.465,1933.402
4428304,701,5055135.128,2360561.478,1930.032
8985874,701,5055139.639,2360561.486,1954.246
8985557,701,5055139.33,2360561.487,1954.099
4428634,701,5055135.573,2360561.495,1935.062
8983959,701,5055137.126,2360561.499,1946.838
8984644,701,5055137.91,2360561.505,1954.1
4429058,701,5055136.284,2360561.517,1930.71
8985076,701,5055138.25,2360561.518,1952.871
4428930,701,5055135.998,2360561.527,1932.913
8985875,701,5055139.685,2360561.54,1954.311
4428470,701,5055135.366,2360561.54,1933.918
4428306,701,5055135.189,2360561.543,1930.11
8985558,701,5055139.465,2360561.545,1950.348
8983960,701,5055137.176,2360561.557,1947.369
8984613,701,5055137.957,2360561.56,1954.093
8980665,701,5055138.618,2360561.567,1949.17
8982931,701,5055135.631,2360561.573,1935.968
4428732,701,5055136.053,2360561.574,1931.918
8985077,701,5055138.284,2360561.583,1954.107
8985876,701,5055139.732,2360561.594,1954.293
4428472,701,5055135.432,2360561.595,1933.753
8984614,701,5055138.004,2360561.61,1954.099
4428308,701,5055135.258,2360561.614,1930.516
8983961,701,5055137.236,2360561.618,1947.49
4428635,701,5055135.696,2360561.63,1935.177
4428990,701,5055136.135,2360561.632,1931.048
8985498,701,5055139.221,2360561.636,1954.103
8985078,701,5055138.347,2360561.637,1954.098
8980667,701,5055138.61,2360561.639,1952.87
8980666,701,5055138.581,2360561.641,1954.096
8985877,701,5055139.797,2360561.65,1954.174
4428474,701,5055135.493,2360561.651,1933.17
8984495,701,5055137.794,2360561.653,1948.326
8984616,701,5055138.076,2360561.662,1952.994
4428637,701,5055135.769,2360561.668,1933.387
8984615,701,5055138.066,2360561.669,1954.093
8985079,701,5055138.48,2360561.67,1949.037
4428991,701,5055136.21,2360561.678,1929.177
